KPN,Description,Type,Cost
147099,"READER, ARCH CMPLTE REV C BRSHD SS SAFE #1218-STD",READERS,183.72
147098,READER ARCH TRIM ONLY BLACK,READERS,8.86
147093,"READER ARCH , LONG LINE, REV_C_1P_C  COLORED LED",READERS,178.92
147092,READER ARCH TRIM ONLY POLISH BRASS,READERS,38
147091,READER ARCH TRIM ONLY POLISH CHROME,READERS,38
147090,READER ARCH TRIM ONLY BRUSHED BRASS US4,READERS,28.55
147088,"READER, ARCH , LONG LINE, REV_C_1P_C",READERS,119.26
147077,"READER, ARCH HOUSING NPP",READERS,149.85
147076,BACK BOX ALUM FOR ARCH READER 4.125X3.875 PRD1143,BOXES,12.6
147074,"READER, ARCH READER INTERFACE MODULE NEW SIGNATURE",READERS,19.43
147073,"READER,ARCH ONLY",READERS,113.92
147071,"COVER STANDART BRUSHED ALUM , ARCH READER",READERS,20.1
147068,"PLATE,READER  PLEXI DARK 5.5H X4.562W 2GANG 1/4",PLATES,17
147067,BACK BOX  ELEV FOR R40  I-CLASS READER,BOXES,3.14
147066,*Discontinued product,BOXES,16.14
147064,"GLASS, NEW STYLE ARCHITECTURE READER 4INCH",READERS,65
147062,"READER, HID THINLINE II WHITE",READERS,137.78
147060,"READER,PRX,THIN  BGE.5395CB104",READERS,181.49
147053,"READER, PROX-PRO II",READERS,124.99
147052,"READER,PROX,THINLINE BLK. DOOR",READERS,132.99
147050,TABLE TOP STAND FOR ARCH READER ALUM PRD-1076,READERS,33.48
147036,HID READER MOD 95ANTBTEX0036F FOR ARCH,READERS,171.19
147028,"READER,PROX. MAXPRO GRAY",READERS,454.39
147015,aptiQ™ MT15 Multi-Technology Reade 1gang reader,READERS,308.17
147002,"READER, MS-2 SCANNER, BARCODE, CCD-FIS-002-005G",READERS,490
147001,"READER,PROX,MINIPROX BGE. DOOR",READERS,147.82
146765,"HINGE, ELCTRIC,4.5X4 US#4",MISC,89.33
146727,KEYSWITCH KK-21  1GANG DELYAED EGRESS RESET,KEYPD/SW,142.67
146725,"KEYSWITCH, KK-20 ASSY 1GANG PUSH TO EXIT",KEYPD/SW,175.7
146723,KEYSWITCH KK-21 2G  WM DELYAED EGRESS RESET,KEYPD/SW,132.55
146721,KEYSWITCH KK-20 BM KA1 SS,LOCK,10.88
146720,"KEYSWITCH, KK-20 ASSY 2G, WM PUSH TO EXIT PRD1031",KEYPD/SW,175.7
146719,"PLATE, KK-20 2G SS WM DELAYED EGRESS RESET PRD1030",PLATES,9.54
146596,WEBCAM  MINI TRIPOD FOR KFO OLUPUS OLMTP,MISC,36.87
146501,"BRACKET, ANGLE ALUM, 1-1/2X2-1/2, 392 MAG",BOXES,54.63
146447,"FILLER PLATE, ALUM, 1-1/4, # 3902F 390 MAG.",PLATES,24
146420,"FILLER PLATE, ALUM1-1/4 X 1/4, 4180 392 MAG.",LOCK,25.92
146404,*Discontinued product,BOXES,373.02
146360,"DETECTOR, GLASS BREAK SHATTER PRO5812-RND",SENSORS,19.67
146358,"DETECTOR, SENTROL 360 GLASS BREAK 5820AW",SENSORS,34.99
146196,"DCU-4,MULTI FUNCTION",CONTROL,80.21
146129,"AIPHONE, INTERCOM, VIDEO SYSTEM",INTERCOM,203.32
145753,"READER, PROXPRO W/KEYPAD GRAY 5355AGK14",READERS,306.7
145752,"READER, PROX PRO WHITE HID MODEL 5455BWN00",READERS,229.26
145751,"READER,PROX PROXPRO II BLACK 5455BKN00",READERS,136.99
145750,"HID 5355AGN00, Reader, ProxPro Wiegand",READERS,163.73
145742,"SOUND,SIREN,746,SURFACE MOUNT",SOUNDERS,7.04
145640,EMERGENCY STATION KEYED RESET PHASE 260057001,BUTTONS,164.85
145639,"BOX, EXIT BUTTON COVER MINI STOPPER # STI-6505-G",BOXES,46.94
145638,"BOX, CLEAR MINI STOPPER STI-6500",BOXES,24.5
145633,RED STOPPER STI W ST-6517 SHIELD SF-SS2022,BOXES,55.5
145602,"READER,PROX. PROXPRO BEIGE",READERS,125.26
145599,"READER, THINLINE WHITE, 5395CW06",READERS,130.15
145580,"READER,PROX.MINIPROX GRAY DOOR 5365EGP04",READERS,218.17
145500,"LOCK  ELECTROMAG, 390 w/DSM/MBS 628 FINISH",LOCK,330
145408,"LOCK BODY,732 NFS 24VDC",LOCK,72.55
145394,"LOCK BODY,STRIKE,732,FS,24VDC",LOCK,134.58
145386,"LOCK BODY,STRIKE,712,NFS,24VDC",LOCK,395.5
145378,"LOCK BODY,STRIKE,712,FS,24VDC",LOCK,183.17
145355,"HID PROX PRO WITH KEYPAD 5355AGKN00 , 32BIT",READERS,246.88
145319,LOCK FACEPLATE STRIKE 310-2 US#32D,LOCK,7.27
145211,"BOARD,KFM-1",CONTROL,158.19
145131,"MOUNTING KIT, 320 TJ, ALUM,420 - TJ420-ALUM",BOXES,23.75
145130,LOCK ELECTROMAG 320 MINI DSM 26D,LOCK,273.5
145129,"LOCK, MINI MAGNETIC LOCK W/ DSS 12/24 VDC",LOCK,212.5
145122,"PLATE,DOOR BELL,1G,SS FOR 5/8 SAPFIT BUTTON",PLATES,1.61
145092,"LOCK ELECTROMAG, GF 3000SM",LOCK,491
144991,"LOCK BODY,310-4,FS,24VDC",LOCK,337
144983,"LOCK BODY,310-4,NFS,24VDC",LOCK,293.45
144975,"LOCK BODY,310-2 3/4,NFS,24VDC",LOCK,355
144970,LOCK STRIKE 310-1  3/4 NFS W/LBM BODY  12V ONLY,LOCK,273.99
144969,"LOCK, STRIKE FOLGER 310 2  3/4  FS WITH LBM BODY",LOCK,309.5
144967,"LOCK BODY,310-2 3/4. FS 24VDC",LOCK,478
144841,"PHONE,TRIPLE DOOR-RELEASE ADAPTOR",PHONES,59.05
144630,"BOARD,KZC-2",CONTROL,23.56
144561,"LOCK, SCHLAGE TRIM ONLY FOR L9080 06LEVER 26D",LOCK,325.21
144541,BOARD KSAS-6 SLAVE,CONTROL,35.55
144539,VERACITY HIGHWIRE POWERSTARTM CAM UNIT,VIDCAMERA,152.78
144479,BOARD KSAS-6M MASTER,CONTROL,58.33
144444,"BOARD,KPLS",CONTROL,33.36
144407,"CONTACT, 3/8 , 3AMP GRI#8187G",SENSORS,10.55
144406,"CONTACT,POP IN 3/8 2.5AMP SUP",SENSORS,2.29
144347,"BRACKET,ANGLE,1-1/2 X 1 X 81/2",LOCKS,31.08
144322,"MAGLOCK, LOCKNETICS 350+, 12/24 V, 1200LB, 628",LOCKS,306.87
144321,"MAGLOCK,EMLOCK,1581 finish 313",LOCK,183.5
144292,"TEMPERATURE SENOR, EA200",SENSORS,90.99
144291,"TEMPERATURE SENSOR,EA400",SENSORS,253.99
144290,"TEMPERATURE SENSOR,Intellisense",SENSORS,60.92
144237,*Discontinued product,BOARDS,196.04
144235,"ALTRONIX POWER SUPPLY & CHARGER, AL600ULXB",POWER,237.61
144232,"ALTRONIX 4 OUTPUT POWER SUPPLY, AL1024ULXPD4",POWER,241.33
144231,"BOARD,QPS",CONTROL,244.46
144205,"BRACKET,ANGLE US26 11/2  X 21/2 4205A",LOCK,77.5
144203,"BRACKET,ANGLE US26 11/2  X 11/2 4203A",LOCK,51
143847,"AIPHONE, SUBSTATION, MODEL IF-DA",COMM,48.75
143820,"AIPHONE, MODEL PS-1820UL, 18V  POWER SUPPLY",INTERCOM,89.08
143620,"READER, INDALA ARCH LONG RANGE - BLACK",READERS,149.96
143570,"LOCK FACEPLATE, SCHLAGE L,9080US26",LOCK,27.75
143569,"LOCK FACEPLATE ,SCHLAGE L,9080 US10",LOCK,25.28
143568,LOCK FP BRUSHED BRASS SCHLAGE FOR L9080 US4,LOCK,17.76
143567,LOCK FACEPLATE SCHLAGE 613 FOR L9080,LOCKS,19.23
143565,"PLATE, ARMOR FOR SCHLAGE 9080 626",PLATES,22.8
143564,"PLATE ,LOCK,CORBIN MORTISE S.S",PLATES,12.58
143562,"LOCK, CORBIN RUSSWIN ML2000EL 24VAC/DC",LOCK,399.15
143561,"LOCK SC, SCHLAGE MORTISE - BODY ONLYL9080EL 24V",LOCK,356.5
143560,"LOCK,ELEC KNOBSET,L9080PEU,06N,626,NFS",LOCK,631.93
143511,"READER, INDALA ARCH MIDRANGE - WHITE",READERS,166.4
143502,"READER,PROXIMITY ASR 120 32BIT",READERS,118.8
143316,"KEYSWITCH,KK-14Q,SS,BM,KA2",KEYPD/SW,48.03
143189,"READER, ASR-505/120 32BIT/BLACK",READERS,225
143180,LOCK SCHLAGE ML180EUCH 24V COMMAND NFS BODY,LOCK,184.79
143121,"READER, COTACT OMNIKEY MODEL 3121USB",READERS,19.18
142956,"BOARD,KSC-3",CONTROL,29.35
142507,GE 2507A INDUSTRIAL WIDE GAP  SM CONTACT,SENSORS,34.86
142300,"MAGLOCK,EMLOCK,1511 SB15CV-628,SDC",LOCKS,438.36
142203,"LOCK,KNOBSET, CYLINDRICAL STRRM D80PD RHO626 FS",LOCK,392.84
142202,"LOCK,ELEC CYLIND  STRRM  SCHLAGE D80PDEL RHO 626",LOCK,432.16
142102,"STRIKE,ADAMS RITE 7170-510-628 FS",LOCK,90.71
142101,"STRIKE,ADAMS RITE 7140-515,US28,FS",LOCK,88.79
142100,"STRIKE,ADAMS RITE 7170-310-999-00",LOCK,93.91
142010,"POWERSUPPLY, AWID PS12-3.3A",POWER,451.87
142000,"READER, GE BEIGE AWID LOGO ,LONG RAN UP TO 20FT",READERS,1100
141585,"LOCK BODY,310-2,NFS,24VDC",LOCK,288.5
141578,"LOCK, STRIKE FA 310-1 1/2 LCBMA BODY ONLY",LOCK,309.5
141577,"LOCK BODY,310-2,FS,24VDC",LOCK,328.5
141518,"TRANSFORMER,18V II HARDWIRE",POWER,19.02
141502,MERCURY EP1502 PROCESSOR STD FW10383-0000,CONTROL,543
141348,"BATTERY,K-TECH SPEAKERPHONE 9VOLT RECHARGABLE",POWER,6.24
141260,*Discontinued product,CONTROL,49.02
141240,"READER, INDALA ASR 505 BEIGE",READERS,214.2
141235,"BUTTON, INOVONICS 1BTTN XMTTR  EN1235SF",BUTTONS,75.99
141208,LOCK ELECTROMAG 101+ MBS & DSM  24/24VDC,LOCK,726.25
141194,"MAGLOCK,EMLOCK,1511-628 SDC",LOCK,336.42
141193,*Discontinued product,LOCKS,431.84
141151,"SWITCH,HOLD UP BUTTON HUB-T 2 BUTTONS",MISC,25.46
141092,"PANDUIT, SLOT DUCT RACEWAY, GRAY, 4 X 3 LRG",WIRE,76.1
141089,"PANDUIT, SLOT DUCT RACEWAY, 2 GRAY",WIRE,33.32
141056,"LOCK STRIKE, HES 1006-12/24D-BLK NFS",LOCK,270.55
141054,"LOCK STRIKE, HES ELEC. MDL 1006F-12/24D",LOCK,378
141048,READER STAND TABLE TOP RCI PRD1048,READERS,202.87
141046,HES 9600 ELECTRIC STRIKE,LOCK,312.98
141011,"READER,PROXIMA,SRP,5-12V CRCA BLK",READERS,222.59
140967,"MOTION SENSOR DT6100STC , HONEYWELL 100'X20'",SENSORS,158.65
140966,"MOTION SENSOR DT6360STC, HONEYWELL 50FEET",SENSORS,117.6
140965,DETECTOR MOTION 35' X 30' DT-435TC  PIR ULC,SENSORS,45.99
140961,DETECTOR MOTION DUAL TEC,SENSORS,47.12
140946,"LOCK, L9080EU, MORTISE, FS, BODY ONLY",LOCK,315.18
140945,"LOCK STRIKE, SCHLAG 9080",LOCK,473.02
140852,"BOARD, KLC-8-8-2 VIKING OFF HOOK BOARD",CONTROL,116.33
140848,*Discontinued product,CONTROL,91.62
140813,"READER,  ASR-505/118 26BIT/ BLACK",READERS,181.24
140707,*Discontinued product,BUTTONS,221.45
140694,"KEYSWITCH,KK-14Q,SS,BM,KA1",KEYPD/SW,48.75
140678,"LOCK ELECTROMAG, 392 w/DSM/MBS",LOCK,554.95
140481,DETECTOR VIBRATION VIPER,SENSORS,39.03
140392,"BOX,GASKETED 12X12X4",BOXES,49.03
140378,"CONTACT,MAGNET ASSY 1'' WHITE",SENSORS,2.21
140377,"CONTACT,MAGNET ASSY 1'' BROWN",SENSORS,2.19
140376,"CONTACT,1 POP IN ASSEMBLY",SENSORS,4.64
140157,EMERGENCY EXIT STI GREEN W/SHIELD/SOUND #SS21A2EX,BUTTONS,71.01
140139,"BOARD STUFFED, RIM TERMINAL II",CONTROL,158.56
140112,*Discontinued product,BOXES,307.09
140044,READER - MP WIEG GRAY PIG THK POT,READERS,128.99
139866,"STRIKE,TABS LOCK 1091,1000 SERIES (SET)",LOCK,13.48
139807,"SPEAKERPHONE,REAR MOUNT ET501A-OEMI",PHONES,257.96
139599,BUTTON SPEAKERPHONE - K-TECH KIT,BUTTONS,28
139491,"PLYWOOD,4X8X3/4 FIRE RATED (CUT INTO 4 QUARTER)",BOXES,12.95
139336,"DETECTOR,GLASS BREAK, ACOUSTIC SENSOR",SENSORS,23.46
139335,"SENSOR, MOTION FG730",SENSORS,59.54
139165,"LOCK,STRIKE,310-4 NFS US26D 24VDC",LOCK,337
139103,"maglock,emlock,1511 dps/ba 628",LOCKS,81.67
139076,*Discontinued product,CONTROL,82.95
138983,"DCU,SS,2G,BM,SPECIFY DECODER",KEYPD/SW,43.05
138959,"DCU,BB,2G,WM,SPECIFY DECODER",KEYPD/SW,45.95
138940,"DCU,2G,SS,WM,SPECIFY DECODER MADE BY KASTLE",KEYPD/SW,42.67
138916,"DCU,SS,1G,SPECIFY DECODER",READERS,70.66
138800,"BRACKET,ANGLE 1 1/2X1 1/2X8 1/2",BOXES,23.57
138705,"LIQUID-TIGHT FLEXIBLE CONDUIT,ULTRTITE 1/2",WIRE,1.09
138700,"MAGLOCK,EMLOCK,1511 313 FINISH",LOCKS,634.6
138600,"PLATE, FILLER FP15V 5/8X1 1/4 X 11 628",PLATES,18
138500,"PLATE,FILLER FP13V 3/8X1 1/4X11 628",PLATES,22.36
138400,"PLATE,FILLER FP05  5/8 X 1 1/4 X 8 1/2 628",PLATES,19
138371,"DCU, KEYPAD CORBY #60",KEYPD/SW,6.07
138355,LOCK HITOWER 24VDC LHR 612,LOCK,438.75
138350,"PLATE,FILLER FP03V 3/8X1 1/4X8 1/2",PLATES,22.03
138300,"PLATE,FILLER FP04V 1/2 X 1 1/4 X 8 1/2 628",PLATES,25.99
138291,"PHONE,K-TECH ET-401A-3,SPEAKERPHONE,SURFACE MOUNT",PHONES,286.37
138290,"PHONE,K-TECH,SPEAKERPHONE, RED BOX PHONE",PHONES,196.14
137996,"DETECTOR, GLASS BREAK WITH TAMPER FG-1625T",SENSORS,48.63
137685,"BOARD STUFFED, KLR-4D",CONTROL,106
137626,TELEPHONE - AUTODIALER K-TECH ET701,PHONES,83.28
137499,"CYLINDER,KK-4/5/6,2WAY,PUL,KA8",LOCK,50.64
137448,"RELAY,DPDT12VDC,5AMP",RELAYS,6.99
137391,"BOARD,KDJ-1 DCU JUNCT.",CONTROL,61.44
137369,"POWER,TRANSFORMER,24V II HARDWIRE",POWER,22.27
137280,BOX - HOFFMAN 30x24 ELEVATOR BOX,BOXES,218.01
137227,"BOARD,KSD-16C",CONTROL,103.03
137189,"CYLINDER,KK-2,MOMENTARY,KA8",LOCK,204.45
137162,"CYLINDER,KK-2,MOMENTARY,KA6",LOCK,187.79
137151,MOUNTING TEMPLATE 1/8 ALUMINUM NO FINISH,PLATES,7.52
137030,CORD FOR QUAD BOXES,POWER,8
136999,"BOARD,8-READER EXP. II",CONTROL,343.51
136980,*Discontinued product,CONTROL,274.73
136972,"PLATE,KK-B,SS,2G,BM",PLATES,8.48
136779,"KEYSWITCH, KK-3-DAL 60MM RED BUTTON",KEYPD/SW,69.56
136778,"KEYSWITCH, KK-3P, SS, WM, 2G",KEYPD/SW,55.52
136743,"PH0NE,ELEVATOR,VOLUME CONTROL WS1502",PHONES,83
136572,KK-3P EXIT BUTTON 1G SS,BUTTONS,48.37
136469,"SIGN,PANIC ALARM 4INCH X2INCH RED RCI 131015GS",SPECIAL,22.35
136468,"SIGN,PANIC BUTTONS",MISC,30.72
136301,"INDICATOR RING,PLASTIC NORM/BY CYLINDER RING",MISC,2.7
136299,"BOX, BELL 2G 1INCH 5HUB",BOXES,6.65
136298,"BOX,2G BELL W/COVR 3/4 KO",BOXES,7.88
136291,"KEYSWITCH, EXIT 6 3/8 X4 1/2 PNEUMATIC # DY-6291",KEYPD/SW,140.99
136158,LOCK DOOR BOLT FLSH 1091 313A,LOCK,186
136089,"BUTTON, CAMDEN SINGLE GANG BUTTON CM-9080",BUTTONS,19.99
136081,INOVONICS - HIGH POWER REPEATER - FA570,MISC,375.99
136079,INOVONICS UNIVERSAL TRANSMITER,MISC,51.99
136078,INOVONICS 4 CHANNEL RECEIVER W/ RELAY,MISC,122.99
136077,"SENSOR, EXIT, DS-151 BLACK",SENSORS,58.42
136076,DETECTOR - TRI TECH 60'x60' MOTION DETECTOR,SENSORS,41.52
135976,DIGITAL TEMP SWITCH/SENSOR T280 * Please use KPN 201755,SENSORS,90.99
135968,"BOARD,ELEV  KEA5",CONTROL,344.05
135844,"STRIKE,732-24VAC FS C.D US#4",LOCK,160.69
135801,"LOCK,STRIKE,310-2NFS US26D 24VDC",LOCK,270.99
135631,*Discontinued product,CONTROL,18.6
135437,"CYLINDER,KK-4/5/6,2WY,BRAS,KA4",LOCK,138.18
135321,"CYLINDER,KK-4/5/6,2WAY,PUL,KA4",LOCK,28.12
135313,"CYLINDER,KK-4/5/6,2WY,PUL,SS,KA3",LOCK,50.64
135305,"CYLINDER,KK-4/5/6,2WY,PUL,KA2 4/5/6 pul",LOCK,61.79
135232,"CYLINDER,KK-2,MOM,SS,KA4",LOCK,113.04
135216,"CYLINDER,KK-2,MOM,KA2 W/10K/PR",LOCK,69.99
135179,"READER, INDALA ARCH MID RANGE. 26 BIT 10022",READERS,151
135178,"LIGHT,FLASHING WS1T-12 VOLT",SOUNDERS,10.99
135135,"BOARD,KDI-3",CONTROL,102.14
134918,"STRIKE,310-2 3/4NFSSO US4 24VDC",LOCK,434.5
134885,"STRIKE,EN400,24DC,32D,TRINE",LOCKS,271.9
134883,"STRIKE,3234 LC RC,24DC,26D ,TRINE",MISC,95.95
134881,"strike,3458 rh, 24DC,32D,AXION",LOCKS,107.26
134880,"STRIKE,MUNL-24,UNILATCH,MORTISE LOCKSET",LOCKS,334.24
134848,GLASS BREAK,SENSORS,25.5
134762,MOTION BOSCH BLACK DS161,SENSORS,82.63
134761,MOTION GE-RCR-REX-W,SENSORS,61.33
134760,"DETECTOR, EXIT DS-160 GRAY",SENSORS,59.56
134759,"SENSOR, EXIT, DS150/WHITE",SENSORS,69.45
134758,MOTION DETECTOR DS160 W/ PIEZO BEIGE BOSCH,SENSORS,69.11
134757,*Discontinued product,PLATES,1.98
134635,*Discontinued product,CONTROL,232.15
134627,LOCK FACEPLATE 1091 POL. S.S.,LOCK,20
134597,"STRIKE,310-4 NFS SO US#4",LOCK,324.71
134589,"SOUND,SIREN,8 OHM 15 WATT MPI-35",SOUNDERS,5.5
134582,STROBE - SPECTRA ALERT STROBE WHT. CEILING MOUNT,SOUNDERS,27.99
134581,STROBE - SPECTA ALERT STROBE WHT. WALL MOUNT,SOUNDERS,27.5
134580,STROBE - BLUE STROBE W/MTG SCREW,MISC,20.99
134570,"LOCK,STRIKE,310-2 3/4 FS 26D 24VDC",LOCK,458
134554,"BOARD,KRP READER PIN DCU/RDR",CONTROL,26.24
134539,"PLATE, KK-3N,ALUM.NARROW, MECHNICAL NEW STYLE",PLATES,10.12
134538,"PLATE,ALUM,KK-3,NARROW",PLATES,3
134537,"PLATE, KK-3N BLACK NEW STYLE",PLATES,9.54
134517,"PLATE, KK-3 NARROW BLANK SS",PLATES,10.32
134515,"PLATE, KK-3 NARROW BLANK BLACK",PLATES,0.37
134511,"PLATE,KK- 3N,BLACK",PLATES,13
134506,Water Sensor,SENSORS,32.99
134505,"TEMPERATURE SENSOR,Thermistor Low Temperature",SENSORS,40.99
134504,GAS DETECTOR  METHANE & PROPANE,SENSORS,95.54
134503,"DETECTOR,WATER DECTECTOR CONTROLLER,SENSOR",SENSORS,21.59
134481,"DETECTOR,WATER DETECTOR CONTROLLER ONLY",SENSORS,72.9
134402,"DETECTOR, OPTEX LX402  40'X 50' OUTDOOR PIR ENHNCD",SENSORS,68.47
134392,"LOCK,STRIKE,712-24VDC NFS US#26D",LOCK,244.15
134325,"WIRE,  6J18 AWG SHIELDED PVC QUOTE 060229",WIRE,0.37
134164,"STRIKE,310-3-1 US32D NFS",MISC,448
134163,"STRIKE,310-2-3/4 FSSO CD. US#4",LOCK,211.97
134155,"STRIKE,310-2-3/4 24VDC  NFS 26D",LOCK,357
134147,"LOCK,STRIKE,712-24VDC FS US#4",LOCK,197.21
134120,"PLATE,KK-14QN,BLACK",PLATES,9.59
134113,FACE PLATE 1091 SATIN BRONZ RCI#KAS001141002GS1,LOCK,35.41
134100,"SIREN, DOOR CHIME",SOUNDERS,13.46
133922,"PLATE,KK-14QN,ALUM",PLATES,18.31
133574,"PLATE,KK-14Q,SS,WM,2G",PLATES,8.84
133566,"KEYSWITCH,KK-14Q,SS,WM,2G,KA1",KEYPD/SW,135.07
133556,"KEYSWITCH,KK-14Q, SS, WM, 2G KA1",KEYPD/SW,47.41
133531,"STRIKE,712-24VDC FS C.D.US#26D",LOCK,251.51
133523,"STRIKE,712-24VDC NFS SO CD US4",LOCK,311
133361,"HINGE HEAVY DUTY 5X4.5 ,26D 4WIRES",LOCK,56
133359,"HINGE, VON DUP 11/4INCHX9 INCH 24GAGE EPT10-SP28",LOCK,265.2
133356,"HINGE, 4 WIRE 4.5X4.5 HEAVY DUTY 26D",LOCKS,115.53
133355,"LOCK, HINGE 4.5X4.5 10 WIREMCKINNEY #TA2714  26D",LOCK,54
133354,HINE 5X5 DARK BRONZE ELECTROFIED,LOCK,93.96
133353,"HINGE, 5X4.5  FOUR WIRES 26D",LOCK,79.41
133352,"HINGE, 4.5X4.5 FOUR WIRE US 10B",LOCK,93.19
133350,*Discontinued product,LOCK,83.15
133349,"LOCK HINGE, ELECTRIC 4.5X4.5 PAINT GRADE 4WIRE",LOCK,80.42
133348,"LOCK HINGE, 4.5X4.5 ,US 4 FOUR WIRE",LOCK,117.84
133347,"LOCK HINGE, ELECTRIC 4.5X4 US10 2+2",LOCK,17.37
133346,"LOCK HINGE,ELECTRIC 4.5X4  SS  26D",LOCK,75.57
133345,"LOCK HINGE ELECTRIC, 4.5X4.5 SS 1279 US26D",LOCK,103.02
133344,"LOCK HINGE, 4.5X4.5 FOUR WIRE US10",LOCK,72.33
133337,"LOCK STRIKE, ADAMS RITE,  FAIL-SECURE",LOCK,318.03
133213,"KEYSWITCH, KK-  4QP, SS, WM, 2G, KA1",KEYPD/SW,80.85
133206,BOARD OBSOLETE KM-10I  K1-K14 NOT INSTALLED,CONTROL,952
133201,SEURITRON EEB3N P-T-E NARROW RED OR GREEN,BUTTONS,81
133200,SECURITRON KWS  MULTI CYLINDER MOM 1G MK2,KEYPD/SW,111.09
133198,SECURITRON PUSH TO EXIT W/XMS MOTION EEB2,BUTTONS,96.99
133195,SECURTRO PB3EN PUSH BUTTON GREEN,BUTTONS,65.1
133191,"SWITCH,PUSH BUTTON DPDT MUSHROOM",KEYPD/SW,65.99
133190,SW-PUSH-1NC-1NO IDEC HW1B-M1F11-R,BUTTONS,13.79
133159,LOCK ADAPTOR KIT FOR SIMPLEX LOCK,BOXES,160.99
133124,"PLATE,BLANK,3G,SS,WM",PLATES,9.54
133114,RTE PNMTC TMR 1.5'' BUTTON MODEL TS14,BUTTONS,259.62
133050,HONEYWELLCK- IS3050 PIR MOTION DETECTOR,SENSORS,34.99
132977,"BOARD STUFFED, SINGLE SIREN DRIVER",CONTROL,38
132772,"CONTACT,GARAGE 200-36 (USE KPN 201449 instead)",SENSORS,23
132666,"READER, HID PROX POINT BEIGE MODEL6005BBB00",READERS,65.33
132665,"READER, HID PROX POINT",READERS,102.07
132543,*Discontinued product,KEYPD/SW,143.8
132523,"STRIKE,732-24VDC FS C.D.US#26D",LOCK,207.35
132350,"TELEPHONE, TRIGON KIT HF-2 SLIM-LINE",PHONES,852.86
132241,"PHONE,FRONT DOOR VOL. CON. 48",PHONES,77
132227,"TRANSFORMER, DMP MODEL 320  , 16V40VA",POWER,16.15
132226,"TRANSFORMER 12VDC, 500MA GLOBTEK",POWER,7.79
131865,"KEYSWITCH,KFT,SS,BM,2G,KA1",KEYPD/SW,92.46
131849,"STRIKE,310-2 FSSO US26D 24VDC",LOCK,288.5
131848,*Discontinued product,LOCK,127.8
131818,6212-fs-24vdc us32d von duprin elec stke f. safe,LOCK,319.95
131815,*Discontinued product,LOCK,555.17
131814,"LOCK STRIKE, VON DUPRIN 6211,  FAIL-SAFE",LOCK,387.6
131555,BOX JUNCTION A30N24A,BOXES,411.28
131553,"LOCK, BODY ONLY  ND80LDEU LLL 626 SCHLAGE FSE",LOCK,219.1
131547,"LOCK, SCHLAGE ND12EL ATH ,626 OUTSIDE LEVER FIXED",LOCK,225.45
131546,"LOCK, D80PDEL, FS ,605 FOR 23/4 THICK DOOR ATH",LOCK,308.66
131545,"LOCK, MECHANICAL CYLINDICAL ND80P, 626, RHO",LOCK,378.04
131543,LOCK SCHLAGE 6-PIN CYLINDER ND80PDEU 626 ATH 24V,LOCK,514.74
131542,"LOCK,SCHLAGE ND80PDEL ATH,605 24V,FS",LOCK,449.02
131540,LOCK ELECTRIC SCHLAGE 626 CYLIND 24V  D80PDEL ATH,LOCK,514.74
131164,"BOARD,ELEV  KED5",CONTROL,288.38
131113,"BOARD STUFFED, RIM-GE1 MODIFIED",CONTROL,354.68
130990,CONTACT WINDOW BUG,CONTACTS,18.85
130907,BOARD  KEX ENTRY EXIT,CONTROL,52.63
130748,"KEYSWITCH, KK-4Q, 60MM RED BTN, NO CYL",KEYPD/SW,58
130747,"KEYSWITCH, KK-4Q L/CYLINDER, 2G, SS, WM",KEYPD/SW,59.9
130746,"KEYSWITCH,KK-4Q,SS,WM,2G,KA1 WALL MOUNT NEW E/B",KEYPD/SW,90.3
130745,"KEYSWITCH,KK-4Q,SS,BM,2G,KA1",KEYPD/SW,85.91
130737,"KEYSWITCH, KK- 4Q, PB, BM, 2G, KA1",KEYPD/SW,45.65
130613,LOCK MORTISE SDC-160 IVK 24VAC,LOCK,75.73
130491,"LOCK, EMERGENCY RELEASE SDC BLUE MODEL#491A",LOCKS,143.99
130420,BOARD STUFFED KRI-D,CONTROL,98.51
130388,"INTERCOM, DESK STAND",INTERCOM,18.99
130373,AIPHONE LEF-3L  3 CALL MASTER STATION,INTERCOM,149.99
130371,"INTERCOM,DESK STAND",INTERCOM,20.99
130370,"INTERCOM, Aiphone LEF-5, 5-Call Master Station, Audio Only",INTERCOM,180.19
130362,"INTERCOM,REMOTE LE-DA",INTERCOM,51.99
130257,"WIRE,2J14 STRANDED",WIRE,0.28
130052,KEYSWITCH - MOMENTARY CHROME,LOCK,55.29
130002,READER ENROLLING PROX 75BIT RFID P/N KT-AIRIDRP-UU,READERS,375.39
130001,"READER, PROX RFID, RDR-6081AKU",READERS,176.03
129919,PLYWOOD 24X48 FIRE RATED 3/4'',MISC,41.38
129918,PLYWOOD 24X24 FIRE RATED 3/4INCH,BOXES,20.69
129917,"PLYWOOD,   4' X 4' FIRE RATED",BOXES,82.77
129910,"READER, RP15 SE MULTICLASS READER",READERS,202.69
129852,STANCHION HOUSING 3G SEC294,BOXES,78.5
129837,ARMOR DOOR CORD K-DLA30 INCH KEEDEX,BOXES,19.93
129769,"BOX, MODIFIED V6U FOR KZDM BOARDS",BOXES,147.5
129705,"PHONE,CONNECTOR BLOC,RJ45",PHONES,0.8
129704,"PHONE,CONNECTOR BLOCK,RJ11X",PHONES,2.84
129600,"POWER SUPPLY, AIPHONE 18VDC, 120VAC",POWER,92.44
